id_achat,id_client,date_achat,montant,produit
114,24,2024-04-18,205.03,Speaker
115,24,2024-09-28,337.91,Speaker
116,25,2023-03-21,80.4,Mouse
117,25,2024-08-05,2213.36,Laptop
118,25,2024-09-30,118.86,Speaker
119,25,2025-03-23,255.28,Tablet
120,25,2025-09-22,171.11,Headphones
121,25,2025-10-24,452.72,Speaker
122,25,2024-12-02,450.61,Phone
123,26,2024-11-14,173.5,Speaker
124,26,2023-07-30,530.1,Monitor
125,26,2023-06-28,702.57,Phone
126,26,2023-09-02,534.68,Tablet
127,26,2024-03-01,28.11,Charger
128,26,2025-07-07,76.25,Charger
129,26,2023-07-11,43.7,Charger
130,26,2023-10-08,18.5,Charger
131,26,2024-08-10,938.08,Laptop
132,26,2024-10-21,37.5,Charger
133,27,2025-11-03,69.31,Charger
134,27,2024-06-29,271.14,Webcam
135,27,2023-08-27,180.35,Speaker
136,27,2024-01-31,438.06,Monitor
137,27,2025-02-06,51.64,Mouse
138,28,2023-12-11,888.61,Phone
139,28,2024-03-04,435.74,Tablet
140,28,2023-06-18,160.75,Webcam
141,28,2024-06-14,133.13,Keyboard
142,28,2025-10-12,176.45,Keyboard
143,28,2025-12-31,154.81,Keyboard
144,28,2023-05-14,195.81,Keyboard
145,28,2024-12-30,644.43,Tablet
146,29,2025-02-20,213.27,Headphones
147,29,2024-02-03,414.72,Monitor
148,29,2024-02-26,212.93,Tablet
149,30,2024-07-03,761.77,Monitor
150,30,2024-04-21,50.54,Charger
151,30,2025-12-24,678.76,Tablet
152,30,2024-12-09,76.3,Charger
153,31,2024-06-15,260.07,Speaker
154,31,2024-12-18,448.16,Monitor
155,31,2026-01-09,1145.23,Phone
156,31,2024-02-23,255.75,Speaker
157,31,2025-06-19,125.3,Headphones
158,32,2024-03-21,38.27,Keyboard
159,32,2025-07-30,446.43,Monitor
160,32,2023-03-15,114.29,Webcam
161,32,2023-08-24,2240.19,Laptop
162,32,2023-09-05,28.75,Mouse
163,32,2025-04-08,609.26,Monitor
164,33,2024-04-11,17.16,Mouse
165,33,2023-02-28,137.59,Speaker
166,33,2023-12-28,179.87,Speaker
167,33,2024-08-17,80.6,Mouse
168,33,2025-06-12,175.87,Speaker
169,34,2024-08-04,72.83,Charger
170,34,2024-04-15,328.66,Phone
171,35,2024-05-09,124.83,Keyboard
172,35,2023-09-21,158.34,Keyboard
173,35,2025-06-18,260.86,Headphones
174,35,2025-09-29,80.01,Mouse
175,35,2024-05-06,866.15,Laptop
176,35,2025-01-26,166.67,Keyboard
177,36,2024-12-02,255.64,Speaker
178,36,2025-11-29,90.92,Charger
179,36,2024-04-21,363.18,Tablet
180,36,2023-09-15,42.08,Charger
181,36,2026-01-02,148.69,Mouse
182,36,2023-08-06,515.61,Monitor
183,37,2023-09-03,224.27,Webcam
184,37,2025-08-19,432.42,Monitor
185,38,2024-04-17,1426.21,Laptop
186,38,2024-09-06,1179.9,Phone
187,38,2024-02-22,41.15,Charger
188,38,2025-10-04,1814.75,Laptop
189,39,2024-01-08,64.1,Charger
190,39,2023-03-03,1791.99,Laptop
191,39,2023-12-13,490.75,Tablet
192,39,2025-07-13,80.84,Charger
193,40,2024-05-03,30.69,Mouse
194,40,2023-09-06,61.05,Headphones
195,40,2025-07-14,390.78,Phone
196,40,2023-02-06,121.56,Webcam
197,40,2024-02-25,418.42,Tablet
198,40,2024-08-06,193.63,Headphones
199,40,2025-03-19,93.24,Charger
200,40,2025-03-31,1999.82,Laptop
201,41,2024-10-10,176.62,Webcam
202,42,2025-01-28,192.64,Keyboard
203,42,2025-09-05,277.15,Webcam
204,42,2023-10-10,122.87,Keyboard
205,42,2024-07-06,527.05,Monitor
206,43,2025-10-15,184.32,Speaker
207,43,2023-09-18,639.82,Monitor
208,43,2025-07-19,291.58,Headphones
209,43,2025-03-07,122.43,Webcam
210,43,2024-05-21,125.28,Keyboard
211,44,2025-04-10,301.45,Monitor
212,44,2024-08-22,72.51,Charger
213,44,2024-08-28,135.41,Mouse
214,44,2025-02-10,124.57,Mouse
215,44,2025-10-22,338.79,Tablet
216,44,2023-10-08,768.72,Monitor
217,45,2025-04-13,623.14,Monitor
218,45,2025-02-05,120.72,Headphones
219,45,2023-10-18,172.01,Speaker
220,45,2025-02-08,363.28,Speaker
221,45,2024-08-31,221.0,Tablet
222,45,2023-02-10,35.34,Charger
223,45,2025-11-22,1938.72,Laptop
224,45,2023-04-29,151.55,Speaker
225,45,2024-07-03,68.37,Headphones
226,46,2024-01-03,56.24,Mouse
227,46,2024-05-13,66.14,Webcam
228,46,2023-12-05,153.37,Tablet
229,46,2024-01-02,490.06,Speaker
230,46,2023-09-09,414.49,Tablet
231,46,2024-03-26,164.14,Webcam
232,46,2025-08-21,314.57,Headphones
233,47,2023-07-23,2343.49,Laptop
234,47,2025-10-24,852.3,Phone
235,47,2023-11-20,237.3,Headphones
236,47,2024-07-25,2352.49,Laptop
237,48,2025-03-03,421.63,Tablet
238,48,2025-01-01,757.05,Tablet
239,48,2025-06-21,2495.19,Laptop
240,48,2025-10-07,120.31,Mouse
241,48,2023-02-06,758.8,Tablet
242,48,2025-04-12,713.72,Monitor
243,49,2024-01-08,1128.45,Phone
244,49,2023-11-29,78.38,Keyboard
245,49,2024-08-05,285.94,Speaker
246,49,2025-11-15,703.19,Tablet
247,49,2023-03-11,110.94,Webcam
248,49,2024-09-29,530.68,Phone
249,49,2025-09-18,208.55,Webcam
250,49,2023-06-21,159.15,Tablet
251,50,2024-06-13,164.43,Keyboard
252,50,2025-03-17,72.32,Charger
253,50,2023-05-03,111.42,Headphones
254,50,2024-03-15,125.78,Mouse
255,50,2025-05-27,197.57,Speaker
256,51,2025-04-28,460.35,Tablet
257,51,2025-05-03,52.39,Headphones
258,51,2023-05-22,42.97,Mouse
259,51,2023-04-15,767.82,Monitor
260,52,2024-12-12,507.72,Monitor
261,52,2025-06-17,15.97,Charger
262,52,2025-04-10,147.77,Keyboard
263,52,2024-02-08,1935.24,Laptop
264,52,2024-02-03,119.77,Webcam
265,53,2024-02-20,583.2,Monitor
266,53,2023-10-29,357.28,Monitor
267,54,2025-12-25,126.7,Headphones
268,54,2025-10-25,460.82,Tablet
269,54,2024-02-03,234.41,Webcam
270,54,2024-01-08,46.76,Charger
271,54,2025-12-25,460.76,Speaker
272,54,2024-12-27,410.9,Speaker
273,55,2023-10-21,89.22,Charger
274,55,2023-03-22,725.51,Phone
275,55,2025-08-22,366.69,Speaker
276,55,2024-03-06,1117.24,Phone
277,55,2025-05-25,261.76,Phone
278,55,2024-03-25,456.3,Speaker
279,56,2023-06-09,250.45,Headphones
280,57,2023-11-10,248.83,Speaker
281,57,2023-04-27,300.92,Headphones
282,57,2023-08-12,63.64,Webcam
283,57,2025-04-09,250.47,Speaker
284,57,2024-05-03,1570.83,Laptop
285,57,2023-04-23,236.94,Speaker
286,58,2023-12-07,19.91,Charger
287,58,2024-01-07,214.92,Webcam
288,58,2024-02-01,606.3,Monitor
289,58,2025-07-16,45.62,Mouse
290,58,2025-07-09,2067.87,Laptop
291,58,2025-01-29,21.21,Charger
292,59,2025-01-09,497.36,Speaker
293,60,2023-06-20,1186.14,Phone
294,60,2025-05-02,48.25,Webcam
295,60,2023-04-08,35.2,Mouse
296,60,2024-05-28,647.79,Tablet
297,60,2025-09-29,62.42,Mouse
298,60,2023-05-12,72.8,Mouse
299,61,2023-11-20,882.73,Phone
300,61,2025-01-31,109.85,Speaker
301,61,2023-07-18,50.17,Keyboard
302,61,2024-12-05,226.88,Speaker
303,61,2023-05-28,623.11,Tablet
304,61,2025-01-27,342.19,Headphones
305,61,2023-11-21,2463.43,Laptop
306,62,2023-06-23,215.11,Webcam
307,62,2025-05-10,240.86,Speaker
308,62,2025-07-22,125.27,Mouse
309,63,2023-12-18,231.94,Monitor
310,63,2025-08-05,232.22,Phone
311,63,2025-02-13,96.09,Mouse
312,63,2024-04-28,1209.13,Laptop
313,63,2025-06-21,300.9,Phone
314,64,2023-02-02,1558.95,Laptop
315,64,2025-07-10,1216.05,Laptop
316,64,2024-11-16,1483.85,Laptop
317,64,2023-07-11,238.92,Headphones
318,64,2024-12-06,1038.23,Laptop
319,64,2025-10-13,263.91,Monitor
320,64,2023-11-17,42.11,Charger
321,65,2025-07-21,70.27,Keyboard
322,66,2025-10-01,790.7,Tablet
323,66,2025-08-30,149.47,Speaker
324,67,2024-12-27,89.78,Charger
325,67,2023-01-19,556.9,Tablet
326,67,2024-02-14,87.82,Mouse
327,67,2024-10-12,2452.89,Laptop
328,68,2025-08-10,120.01,Mouse
329,68,2024-03-14,148.37,Keyboard
330,68,2025-02-22,30.89,Mouse
331,68,2025-09-25,35.74,Mouse
332,68,2023-10-20,263.08,Speaker
333,69,2024-06-12,673.75,Tablet
334,69,2025-03-17,1756.06,Laptop
335,69,2025-02-07,88.02,Mouse
336,69,2025-03-27,402.47,Tablet
337,69,2024-04-03,242.34,Monitor
338,69,2025-10-17,1122.23,Phone
339,70,2024-04-28,45.72,Keyboard
340,70,2024-03-04,68.04,Headphones
341,70,2025-04-24,104.31,Mouse
342,71,2024-02-09,331.63,Headphones
343,72,2024-07-01,76.57,Charger
344,73,2024-03-21,81.54,Keyboard
345,73,2025-12-06,1160.07,Laptop
346,74,2025-06-08,386.73,Headphones
347,74,2025-03-10,946.88,Phone
348,74,2024-05-12,277.75,Webcam
349,75,2025-09-17,138.12,Mouse
350,75,2024-12-02,194.73,Speaker
351,75,2023-07-11,366.46,Monitor
352,76,2023-10-29,341.92,Speaker
353,77,2025-02-14,161.16,Webcam
354,77,2023-01-29,238.02,Webcam
355,77,2024-05-28,185.44,Keyboard
356,77,2025-03-20,83.2,Keyboard
357,78,2025-01-18,1756.29,Laptop
358,78,2025-02-27,309.44,Headphones
359,78,2023-09-29,1243.32,Laptop
360,78,2023-10-23,64.23,Charger
361,78,2023-04-30,51.33,Mouse
362,78,2024-11-20,165.45,Headphones
363,78,2025-11-29,89.77,Mouse
364,79,2024-05-06,73.75,Keyboard
365,79,2023-06-14,291.29,Webcam
366,79,2024-12-07,159.82,Webcam
367,79,2024-07-03,58.78,Keyboard
368,79,2025-10-05,269.74,Speaker
369,80,2025-12-21,495.65,Speaker
370,80,2025-05-04,1690.71,Laptop
371,80,2023-10-29,1145.19,Phone
372,80,2023-11-15,2099.38,Laptop
373,80,2023-07-06,29.25,Mouse
374,80,2024-01-14,73.79,Headphones
375,80,2023-12-16,155.94,Tablet
376,80,2024-05-10,255.2,Speaker
377,81,2025-03-08,92.58,Charger
378,81,2024-05-07,44.09,Webcam
379,81,2024-05-30,298.24,Speaker
380,81,2025-04-21,828.43,Laptop
381,81,2025-01-21,475.02,Monitor
382,81,2023-06-27,112.0,Monitor
383,81,2025-12-17,122.86,Mouse
384,81,2024-04-29,219.56,Tablet
385,82,2025-08-22,724.39,Phone
386,82,2023-12-11,117.18,Headphones
387,82,2025-06-24,163.59,Speaker
388,82,2025-11-27,75.45,Keyboard
389,82,2023-09-16,21.06,Mouse
390,82,2024-06-04,74.26,Mouse
391,83,2023-09-18,578.83,Monitor
392,83,2023-11-13,853.74,Phone
393,83,2024-09-25,958.95,Laptop
394,83,2023-10-12,62.8,Mouse
395,83,2023-09-21,54.59,Webcam
396,84,2025-08-23,1994.84,Laptop
397,84,2025-11-13,699.86,Phone
398,84,2023-09-20,100.29,Mouse
399,84,2024-06-07,126.2,Keyboard
400,84,2025-03-31,1094.79,Phone
401,84,2025-01-23,1190.6,Laptop
402,84,2025-10-30,55.42,Charger
403,84,2025-07-31,2371.07,Laptop
404,85,2024-10-27,303.58,Speaker
405,85,2024-03-12,1104.9,Laptop
406,85,2024-01-09,32.66,Keyboard
407,85,2024-03-02,255.46,Headphones
408,86,2025-01-21,140.04,Mouse
409,86,2024-05-04,213.72,Monitor
410,86,2024-08-17,248.34,Headphones
411,87,2023-09-01,199.28,Speaker
412,87,2024-05-08,663.82,Tablet
413,87,2024-06-20,700.79,Phone
414,87,2024-07-21,39.13,Keyboard
415,87,2024-05-22,42.5,Mouse
416,87,2024-12-17,540.59,Phone
417,87,2024-05-11,96.16,Charger
418,88,2024-11-09,145.65,Mouse
419,89,2025-06-12,167.56,Webcam
420,89,2024-09-21,124.02,Keyboard
421,89,2024-10-27,70.46,Mouse
422,90,2023-01-27,71.16,Charger
423,90,2024-10-07,972.17,Phone
424,90,2023-04-14,658.64,Monitor
425,90,2024-10-15,282.04,Phone
426,90,2024-07-21,397.0,Tablet
427,90,2025-10-18,630.78,Tablet
428,90,2023-08-24,91.32,Keyboard
429,90,2024-12-28,205.2,Phone
430,91,2024-03-19,171.56,Monitor
431,91,2023-02-18,387.39,Phone
432,91,2026-01-17,184.82,Webcam
433,91,2023-11-29,233.62,Speaker
434,92,2023-12-09,952.35,Laptop
435,92,2025-11-12,91.88,Speaker
436,92,2024-02-20,81.68,Charger
437,92,2024-04-20,11.73,Mouse
438,92,2024-08-21,64.29,Mouse
439,92,2023-02-24,924.84,Phone
440,92,2024-06-01,457.34,Speaker
441,93,2024-11-13,595.46,Tablet
442,93,2024-09-04,240.25,Tablet
443,93,2024-06-07,287.88,Monitor
444,93,2025-06-03,191.12,Tablet
445,93,2025-06-06,48.63,Mouse
446,93,2023-11-24,438.96,Monitor
447,93,2023-12-18,561.12,Phone
448,93,2025-09-04,302.31,Headphones
449,94,2025-03-10,194.39,Webcam
450,94,2024-12-02,210.25,Headphones
451,94,2024-03-19,348.03,Tablet
452,94,2023-07-03,56.51,Mouse
453,95,2023-05-14,104.84,Keyboard
454,96,2024-01-31,124.17,Mouse
455,97,2023-09-25,345.28,Tablet
456,97,2024-06-07,95.52,Charger
457,97,2025-02-02,217.65,Headphones
458,97,2025-07-28,776.97,Tablet
459,97,2025-01-17,79.55,Keyboard
460,97,2023-03-31,291.62,Webcam
461,97,2025-11-08,164.06,Headphones
462,97,2024-09-15,671.55,Monitor
463,97,2025-12-22,61.1,Mouse
464,98,2025-02-13,31.98,Charger
465,99,2024-02-11,62.11,Speaker
466,99,2024-03-29,285.17,Webcam
467,99,2025-08-18,203.46,Headphones
468,99,2025-07-17,681.9,Monitor
469,99,2024-08-23,1018.97,Phone
470,99,2023-04-21,104.22,Mouse
471,100,2023-06-25,561.67,Tablet
472,100,2023-04-16,138.44,Headphones
473,100,2025-10-08,614.9,Tablet
474,100,2024-07-04,20.36,Mouse
475,101,2024-03-22,84.81,Mouse
476,101,2025-05-03,86.11,Mouse
477,101,2024-08-14,149.28,Keyboard
478,101,2024-11-29,317.22,Speaker
479,101,2024-04-04,309.37,Phone
480,101,2023-07-10,280.16,Headphones
481,101,2025-01-20,58.28,Keyboard
482,102,2023-08-15,18.77,Charger
483,102,2023-05-13,145.35,Mouse
484,102,2024-06-06,194.17,Keyboard
485,102,2024-10-22,24.83,Mouse
486,103,2023-09-11,301.1,Speaker
487,103,2023-09-09,33.79,Charger
488,103,2025-07-23,96.49,Keyboard
489,103,2024-04-27,73.69,Charger
490,103,2025-06-28,374.23,Tablet
491,103,2023-11-25,1620.71,Laptop
492,104,2025-06-09,391.18,Monitor
493,104,2023-06-04,316.07,Phone
494,104,2024-11-29,376.41,Tablet
495,104,2024-02-03,107.41,Keyboard
496,104,2024-06-11,232.39,Headphones
497,104,2025-06-26,110.95,Keyboard
498,105,2025-05-17,41.42,Keyboard
499,106,2025-11-10,2177.32,Laptop
500,106,2024-02-28,222.59,Phone
501,106,2025-06-01,140.15,Keyboard
502,106,2025-04-22,754.45,Tablet
503,106,2024-04-15,230.6,Headphones
504,106,2025-12-25,122.06,Speaker
505,107,2023-02-21,329.21,Headphones
506,108,2023-08-25,271.15,Tablet
507,108,2023-05-04,65.38,Mouse
508,109,2026-01-09,193.97,Webcam
509,109,2024-05-20,10.62,Mouse
510,109,2024-08-02,122.02,Headphones
511,109,2024-12-11,777.35,Phone
512,110,2023-12-18,134.13,Speaker
513,111,2023-11-01,569.49,Monitor
514,111,2024-06-01,177.21,Webcam
515,111,2025-01-15,131.49,Keyboard
516,112,2024-01-07,48.37,Charger
517,112,2025-01-03,547.92,Phone
518,112,2024-08-03,200.51,Webcam
519,112,2024-06-19,743.08,Monitor
520,112,2023-11-24,22.2,Charger
521,112,2025-12-06,353.57,Tablet
522,112,2026-01-16,156.88,Headphones
523,113,2024-02-25,224.81,Speaker
524,113,2024-02-19,26.72,Charger
525,113,2025-08-13,69.23,Mouse
526,113,2023-02-23,205.23,Webcam
527,113,2023-08-24,510.69,Tablet
528,113,2023-07-23,115.1,Webcam
529,114,2025-10-12,354.48,Tablet
530,114,2024-10-18,201.05,Webcam
531,114,2024-11-12,191.81,Keyboard
532,114,2024-09-25,75.5,Webcam
533,114,2025-02-12,144.94,Mouse
534,114,2023-04-03,343.88,Speaker
535,114,2025-04-18,105.86,Mouse
536,114,2023-04-22,109.42,Mouse
537,115,2025-03-24,17.62,Charger
538,115,2024-08-21,152.23,Headphones
539,115,2023-02-13,257.39,Monitor
540,116,2025-06-15,217.75,Monitor
541,116,2024-11-28,187.07,Webcam
542,116,2023-03-09,182.93,Webcam
543,116,2025-03-12,772.71,Phone
544,116,2024-06-10,642.58,Monitor
545,117,2025-05-05,2092.01,Laptop
546,117,2025-02-21,182.05,Webcam
547,117,2024-04-02,24.34,Mouse
548,117,2025-06-29,154.2,Headphones
549,117,2024-06-20,1564.54,Laptop
550,117,2025-09-30,176.57,Keyboard
551,118,2023-05-03,639.07,Phone
552,118,2023-05-16,975.63,Phone
553,119,2025-06-15,73.58,Charger
554,119,2023-06-11,68.79,Charger
555,119,2025-06-04,550.5,Tablet
556,119,2023-07-12,334.74,Headphones
557,119,2025-04-24,1769.13,Laptop
558,120,2023-09-21,176.49,Speaker
559,120,2025-03-26,125.77,Speaker
560,120,2023-06-04,302.53,Monitor
561,120,2025-06-28,766.68,Monitor
562,120,2025-01-15,493.47,Speaker
563,120,2025-08-23,335.59,Phone
564,120,2025-10-25,138.63,Mouse
565,120,2023-11-11,706.93,Monitor
566,120,2023-05-12,605.93,Tablet
567,121,2025-12-16,170.84,Keyboard
568,121,2024-11-18,78.52,Mouse
569,121,2024-03-24,68.75,Charger
570,121,2025-01-11,62.52,Mouse
571,121,2024-12-20,833.63,Phone
572,122,2023-09-12,602.85,Phone
573,122,2025-10-25,586.29,Monitor
574,122,2024-06-15,107.3,Keyboard
575,122,2023-05-12,125.1,Webcam
576,122,2023-10-28,2277.14,Laptop
577,122,2025-10-21,930.93,Phone
578,123,2025-06-30,174.52,Keyboard
579,124,2024-06-29,228.97,Speaker
580,124,2024-12-24,125.48,Mouse
581,124,2025-04-17,109.82,Webcam
582,124,2025-12-29,336.43,Monitor
583,124,2024-11-20,26.1,Charger
584,125,2023-02-21,878.1,Laptop
585,125,2024-10-03,44.23,Webcam
586,125,2025-06-29,436.84,Tablet
587,125,2024-04-19,2486.13,Laptop
588,125,2023-01-28,38.32,Mouse
589,125,2025-09-13,723.4,Tablet
590,125,2024-09-15,211.28,Monitor
591,126,2023-02-17,165.34,Monitor
592,127,2023-02-01,183.66,Tablet
593,127,2024-01-03,608.19,Monitor
594,127,2024-06-02,200.23,Headphones
595,127,2024-11-12,903.7,Phone
596,128,2023-09-09,1162.82,Laptop
597,128,2024-02-25,332.7,Phone
598,128,2023-12-31,231.81,Headphones
599,128,2025-07-14,42.41,Webcam
600,128,2025-12-01,168.91,Keyboard
601,129,2024-06-09,460.51,Tablet
602,129,2025-04-24,184.07,Headphones
603,129,2024-12-30,303.2,Phone
604,129,2025-10-30,179.77,Keyboard
605,129,2025-11-17,398.77,Tablet
606,129,2023-11-26,567.02,Tablet
607,129,2025-06-29,194.47,Tablet
608,130,2024-07-22,15.72,Charger
609,130,2025-07-03,436.06,Tablet
610,130,2023-09-13,269.83,Headphones
611,130,2023-11-08,747.93,Tablet
612,131,2023-09-06,80.34,Headphones
613,131,2023-12-05,340.01,Phone
614,132,2024-05-12,789.57,Phone
615,132,2023-10-28,59.21,Mouse
616,132,2023-06-24,54.03,Mouse
617,133,2023-02-28,448.17,Phone
618,133,2025-04-26,66.0,Charger
619,133,2025-08-11,39.22,Charger
620,133,2023-03-21,2241.42,Laptop
621,133,2023-08-04,243.81,Monitor
622,133,2025-05-06,58.31,Charger
623,134,2024-07-13,51.38,Mouse
624,134,2023-05-06,2132.46,Laptop
625,134,2024-06-10,223.21,Headphones
626,134,2024-05-22,441.08,Phone
627,134,2024-01-11,21.04,Charger
628,134,2025-11-06,2477.7,Laptop
629,135,2023-12-09,50.77,Charger
630,135,2023-11-28,357.32,Speaker
631,135,2024-05-03,288.16,Webcam
632,135,2023-09-29,216.69,Phone
633,135,2024-11-08,213.79,Phone
634,135,2024-03-15,63.94,Headphones
635,136,2024-01-15,2412.76,Laptop
636,136,2023-12-22,80.93,Mouse
637,136,2024-07-24,395.2,Speaker
638,136,2023-03-02,108.25,Mouse
639,137,2023-08-20,27.98,Charger
640,137,2024-12-01,509.91,Phone
641,137,2023-07-29,464.42,Speaker
642,137,2024-08-23,498.65,Tablet
643,137,2023-02-27,92.1,Mouse
644,137,2024-12-08,510.17,Phone
645,137,2023-12-09,112.19,Mouse
646,138,2024-08-31,70.27,Headphones
647,138,2023-04-05,1124.63,Phone
648,138,2024-12-13,653.37,Phone
649,138,2024-11-30,19.68,Charger
650,138,2024-09-30,227.64,Tablet
651,138,2023-11-23,605.97,Tablet
652,139,2023-12-04,282.75,Speaker
653,139,2024-09-01,216.87,Monitor
654,139,2025-07-23,637.35,Tablet
655,139,2023-07-31,613.06,Monitor
656,139,2023-06-12,971.43,Phone
657,139,2023-10-18,1369.52,Laptop
658,139,2025-03-16,48.08,Mouse
659,139,2025-07-05,462.95,Phone
660,140,2025-03-31,68.34,Charger
661,140,2023-07-27,158.35,Webcam
662,140,2023-09-29,39.42,Keyboard
663,140,2023-12-10,29.18,Charger
664,140,2023-07-24,315.83,Tablet
665,140,2025-02-16,1094.27,Phone
666,140,2025-08-15,428.4,Phone
667,140,2024-07-28,51.16,Speaker
668,140,2024-05-25,1215.74,Laptop
669,140,2024-10-24,134.63,Webcam
670,141,2023-11-11,1739.87,Laptop
671,141,2023-12-11,41.43,Mouse
672,141,2023-06-09,195.69,Headphones
673,141,2025-03-16,76.11,Keyboard
674,141,2024-07-31,771.54,Phone
675,141,2025-01-30,702.04,Phone
676,142,2024-02-19,1104.89,Laptop
677,142,2025-03-19,491.64,Speaker
678,142,2023-07-11,19.65,Mouse
679,142,2024-12-28,265.17,Webcam
680,143,2023-02-13,753.09,Phone
681,143,2023-01-30,1427.16,Laptop
682,143,2024-08-31,494.66,Monitor
683,143,2024-11-01,617.7,Monitor
684,143,2024-10-01,212.37,Headphones
685,144,2023-06-23,97.61,Charger
686,144,2024-07-22,306.36,Headphones
687,145,2024-07-31,154.15,Tablet
688,146,2024-05-14,13.35,Mouse
689,146,2023-04-30,205.89,Speaker
690,146,2024-11-23,2416.68,Laptop
691,147,2025-10-27,172.76,Monitor
692,147,2024-04-30,492.4,Speaker
693,147,2024-01-10,78.88,Mouse
694,147,2026-01-12,2453.35,Laptop
695,147,2023-05-30,612.57,Tablet
696,147,2025-10-25,243.9,Phone
697,147,2025-10-14,364.05,Headphones
698,147,2024-09-15,235.88,Speaker
